Environmental package	Structured comment name	Definition	Expected value	Value syntax	Example	Preferred unit	Occurrence	MIXS ID	Item
built environment	temp_out	The recorded temperature value at sampling time outside	measurement value	{float} {unit}	5 degree Celsius	degree Celsius	1	MIXS:0000197	temperature outside house
built environment	train_line	The subway line name	enumeration	[red|green|orange]	red		1	MIXS:0000837	train line
built environment	train_stat_loc	The train station collection location	enumeration	[south station above ground|south station underground|south station amtrak|forest hills|riverside]	forest hills		1	MIXS:0000838	train station collection location
built environment	train_stop_loc	The train stop collection location	enumeration	[end|mid|downtown]	end		1	MIXS:0000839	train stop collection location
built environment	vis_media	The building visual media	enumeration	[photos|videos|commonly of the building|site context (adjacent buildings, vegetation, terrain, streets)|interiors|equipment|3D scans]	3D scans		1	MIXS:0000840	visual media
built environment	wall_area	The total area of the sampled room's walls	measurement value	{float} {unit}		square meter	1	MIXS:0000198	wall area
built environment	wall_const_type	The building class of the wall defined by the composition of the building elements and fire-resistance rating.	enumeration	[frame construction|joisted masonry|light noncombustible|masonry noncombustible|modified fire resistive|fire resistive]	fire resistive		1	MIXS:0000841	wall construction type
built environment	wall_finish_mat	The material utilized to finish the outer most layer of the wall	enumeration	[plaster|gypsum plaster|veneer plaster|gypsum board|tile|terrazzo|stone facing|acoustical treatment|wood|metal|masonry]	wood		1	MIXS:0000842	wall finish material
built environment	wall_height	The average height of the walls in the sampled room	value	{float} {unit}		centimeter	1	MIXS:0000221	wall height
built environment	wall_loc	The relative location of the wall within the room	enumeration	[north|south|east|west]	north		1	MIXS:0000843	wall location
built environment	wall_water_mold	Signs of the presence of mold or mildew on a wall	enumeration	[presence of mold visible|no presence of mold visible]	no presence of mold visible		1	MIXS:0000844	wall signs of water/mold
built environment	wall_surf_treatment	The surface treatment of interior wall	enumeration	[painted|wall paper|no treatment|paneling|stucco|fabric]	paneling		1	MIXS:0000845	wall surface treatment
built environment	wall_texture	The feel, appearance, or consistency of a wall surface	enumeration	[crows feet|crows-foot stomp||double skip|hawk and trowel|knockdown|popcorn|orange peel|rosebud stomp|Santa-Fe texture|skip trowel|smooth|stomp knockdown|swirl]	popcorn		1	MIXS:0000846	wall texture
built environment	wall_thermal_mass	The ability of the wall to provide inertia against temperature fluctuations. Generally this means concrete or concrete block that is either exposed or covered only with paint	measurement value	{float} {unit}		joule per degree Celsius	1	MIXS:0000222	wall thermal mass
built environment	water_feat_size	The size of the water feature	measurement value	{float} {unit}		square meter	1	MIXS:0000223	water feature size
built environment	water_feat_type	The type of water feature present within the building being sampled	enumeration	[fountain|pool|standing feature|stream|waterfall]	stream		1	MIXS:0000847	water feature type
built environment	weekday	The day of the week when sampling occurred	enumeration	[Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday]	Sunday		1	MIXS:0000848	weekday
built environment	window_size	The window's length and width	measurement value	{float} {unit} x {float} {unit}		inch, meter	1	MIXS:0000224	window area/size
built environment	window_cond	The physical condition of the window at the time of sampling	enumeration	[damaged|needs repair|new|rupture|visible wear]	rupture		1	MIXS:0000849	window condition
built environment	window_cover	The type of window covering	enumeration	[blinds|curtains|none]	curtains		1	MIXS:0000850	window covering
built environment	window_horiz_pos	The horizontal position of the window on the wall	enumeration	[left|middle|right]	middle		1	MIXS:0000851	window horizontal position
built environment	window_loc	The relative location of the window within the room	enumeration	[north|south|east|west]	west		1	MIXS:0000852	window location
built environment	window_mat	The type of material used to finish a window	enumeration	[clad|fiberglass|metal|vinyl|wood]	wood		1	MIXS:0000853	window material
built environment	window_open_freq	The number of times windows are opened per week	value	{integer}			1	MIXS:0000246	window open frequency
built environment	window_water_mold	Signs of the presence of mold or mildew on the window.	enumeration	[presence of mold visible|no presence of mold visible]	no presence of mold visible		1	MIXS:0000854	window signs of water/mold
built environment	window_status	Defines whether the windows were open or closed during environmental testing	enumeration	[closed|open]	open		1	MIXS:0000855	window status
built environment	window_type	The type of windows	enumeration	[single-hung sash window|horizontal sash window|fixed window]	fixed window		1	MIXS:0000856	window type
built environment	window_vert_pos	The vertical position of the window on the wall	enumeration	[bottom|middle|top|low|middle|high]	middle		1	MIXS:0000857	window vertical position
host-associated	samp_name	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	text	{text}	ISDsoil1		1	MIXS:0001107	sample name 
host-associated	project_name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		1	MIXS:0000092	project name
host-associated	alt	Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth’s surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air	measurement value	{float} {unit}	100 meter	meter	1	MIXS:0000094	altitude
host-associated	depth	The vertical distance below local surface, e.g. For sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.	measurement value	{float} {unit}	10 meter	meter	1	MIXS:0000018	depth
host-associated	elev	Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit	measurement value	{float} {unit}	100 meter	meter	1	MIXS:0000093	elevation
host-associated	ances_data	Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B)	free text	{text}	A/3*B		1	MIXS:0000247	ancestral data
host-associated	biol_stat	The level of genome modification.	enumeration	[wild|natural|semi-natural|inbred line|breeder's line|hybrid|clonal selection|mutant]	natural		1	MIXS:0000858	biological status
host-associated	genetic_mod	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	aox1A transgenic		1	MIXS:0000859	genetic modification
