class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
HydrocarbonResourcesCores	organism_count	TRUE		MIXS:0000103					environmental_packages	MIXS:0000103	hydrocarbon resources-cores	organism_count	organism count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR		C												number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m
HydrocarbonResourcesFluidsSwabs	organism_count	TRUE		MIXS:0000103					environmental_packages	MIXS:0000103	hydrocarbon resources-fluids/swabs	organism_count	organism count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR		C												number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m
Agriculture	oxy_stat_samp	TRUE		MIXS:0000753					environmental_packages	MIXS:0000753	agriculture	oxy_stat_samp	oxygenation status of sample	Oxygenation status of sample	enumeration	[aerobic|anaerobic]			C													1
Agriculture	perturbation	TRUE		MIXS:0000754					environmental_packages	MIXS:0000754	agriculture	perturbation	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	perturbation type name;time interval	{text};{interval}			C													m
Agriculture	pesticide_regm	TRUE		MIXS:0000573					environmental_packages	MIXS:0000573	agriculture	pesticide_regm	pesticide regimen	Information about treatment involving use of insecticides; should include the name of pesticide, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple pesticide regimens	pesticide name;pesticide amount;treatment duration;interval;experimental duration	{text};{float} {unit};{period};{interval};{period}			C												gram, mole per liter, milligram per liter	m
HydrocarbonResourcesCores	ph	TRUE		MIXS:0001001					environmental_packages	MIXS:0001001	hydrocarbon resources-cores	ph	pH	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	measurement value	{float}	7.2		C													1
HydrocarbonResourcesFluidsSwabs	ph	TRUE		MIXS:0001001					environmental_packages	MIXS:0001001	hydrocarbon resources-fluids/swabs	ph	pH	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	measurement value	{float}	7.2		C													1
Agriculture	ph_meth	TRUE		MIXS:0001106					environmental_packages	MIXS:0001106	agriculture	ph_meth	pH method	Reference or method used in determining ph	PMID,DOI or url	{PMID|DOI|URL}			C													1
Agriculture	ph_regm	TRUE		MIXS:0001056					environmental_packages	MIXS:0001056	agriculture	ph_regm	pH regimen	Information about treatment involving exposure of plants to varying levels of ph of the growth media, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimen	measurement value;treatment duration;interval;experimental duration	{float};{period};{interval};{period}			C													m
Agriculture	photosynt_activ	TRUE		MIXS:0001296					environmental_packages	MIXS:0001296	agriculture	photosynt_activ	photosynthetic activity	Measurement of photosythetic activity (i.e. leaf gas exchange / chlorophyll fluorescence emissions / reflectance / transpiration) Please also include the term method term detailing the method of activity measurement. 	measurement value	{float} {unit}	μmol CO2 m-2 s-1		C												mol m-2 s-1	m
Agriculture	photosynt_activ_meth	TRUE		MIXS:0001336					environmental_packages	MIXS:0001336	agriculture	photosynt_activ_meth	photosynthetic activity method	Reference or method used in measurement of photosythetic activity 	PMID,DOI,url , or text	{PMID}|{DOI}|{URL}|{text}			C													m
Agriculture	plant_product	TRUE		MIXS:0001058					environmental_packages	MIXS:0001058	agriculture	plant_product	plant product	Substance produced by the plant, where the sample was obtained from	product name	{text}			C													1
Agriculture	plant_struc	TRUE		MIXS:0001060					environmental_packages	MIXS:0001060	agriculture	plant_struc	plant structure	Name of plant structure the sample was obtained from; for Plant Ontology (PO) (v releases/2017-12-14) terms, see http://purl.bioontology.org/ontology/PO, e.g. petiole epidermis (PO_0000051). If an individual flower is sampled, the sex of it can be recorded here.	PO	{termLabel} {[termID]}	epidermis [PO:0005679]		C													1
Agriculture	plant_water_method	TRUE		MIXS:0001111					environmental_packages	MIXS:0001111	agriculture	plant_water_method	plant water delivery method	Description of the equipment or method used to distribute water to crops. This field accepts termed listed under irrigation process (http://purl.obolibrary.org/obo/AGRO_00000006). Multiple terms can be separated by pipes.	AGRO_00000006	{termLabel} {[termID]}	drip irrigation process [AGRO:00000056]		C													1
FoodFarmEnvironment	plant_water_method	TRUE		MIXS:0001111					environmental_packages	MIXS:0001111	food-farm environment	plant_water_method	plant water delivery method	Description of the equipment or method used to distribute water to crops. This field accepts termed listed under irrigation process (http://purl.obolibrary.org/obo/AGRO_00000006). Multiple terms can be separated by pipes.	AGRO_00000006	{termLabel} {[termID]}	drip irrigation process [AGRO:00000056]		C													1
Agriculture	previous_land_use	TRUE		MIXS:0000315					environmental_packages	MIXS:0000315	agriculture	previous_land_use	history/previous land use	Previous land use and dates	land use name;date	{text};{timestamp}			C													1
Agriculture	previous_land_use_meth	TRUE		MIXS:0000316					environmental_packages	MIXS:0000316	agriculture	previous_land_use_meth	history/previous land use method	Reference or method used in determining previous land use and dates	PMID,DOI or url	{PMID|DOI|URL}			C													1
HydrocarbonResourcesFluidsSwabs	prod_rate	TRUE		MIXS:0000452					environmental_packages	MIXS:0000452	hydrocarbon resources-fluids/swabs	prod_rate	production rate	Oil and/or gas production rates per well (e.g. 524 m3 / day)	measurement value	{float} {unit}			C												cubic meter per day	1
HydrocarbonResourcesFluidsSwabs	prod_start_date	TRUE		MIXS:0001008					environmental_packages	MIXS:0001008	hydrocarbon resources-fluids/swabs	prod_start_date	production start date	Date of field's first production	timestamp	{timestamp}	43231		C													1
Agriculture	profile_position	TRUE		MIXS:0001084					environmental_packages	MIXS:0001084	agriculture	profile_position	profile position	Cross-sectional position in the hillslope where sample was collected.sample area position in relation to surrounding areas	enumeration	[summit|shoulder|backslope|footslope|toeslope]			C													1
Agriculture	rel_location	TRUE		MIXS:0001161					environmental_packages	MIXS:0001161	agriculture	rel_location	relative location of sample	Location of sampled soil to other parts of the farm e.g. under crop plant, near irrigation ditch, from the dirt road	text		furrow		C													
HydrocarbonResourcesCores	reservoir	TRUE		MIXS:0000303					environmental_packages	MIXS:0000303	hydrocarbon resources-cores	reservoir	reservoir name	Name of the reservoir (e.g. Carapebus)	name	{text}			C													1
HydrocarbonResourcesFluidsSwabs	reservoir	TRUE		MIXS:0000303					environmental_packages	MIXS:0000303	hydrocarbon resources-fluids/swabs	reservoir	reservoir name	Name of the reservoir (e.g. Carapebus)	name	{text}			C													1
HydrocarbonResourcesCores	resins_pc	TRUE		MIXS:0000134					environmental_packages	MIXS:0000134	hydrocarbon resources-cores	resins_pc	resins wt%	Saturate, Aromatic, Resin and Asphaltene¬†(SARA) is an analysis method that divides¬†crude oil¬†components according to their polarizability and polarity. There are three main methods to obtain SARA results. The most popular one is known as the Iatroscan TLC-FID and is referred to as IP-143 (source: https://en.wikipedia.org/wiki/Saturate,_aromatic,_resin_and_asphaltene)	name;measurement value	{text};{float} {unit}			C												percent	1
HydrocarbonResourcesFluidsSwabs	resins_pc	TRUE		MIXS:0000134					environmental_packages	MIXS:0000134	hydrocarbon resources-fluids/swabs	resins_pc	resins wt%	Saturate, Aromatic, Resin and Asphaltene¬†(SARA) is an analysis method that divides¬†crude oil¬†components according to their polarizability and polarity. There are three main methods to obtain SARA results. The most popular one is known as the Iatroscan TLC-FID and is referred to as IP-143 (source: https://en.wikipedia.org/wiki/Saturate,_aromatic,_resin_and_asphaltene)	name;measurement value	{text};{float} {unit}			C												percent	1
Agriculture	salt_regm	TRUE		MIXS:0000582					environmental_packages	MIXS:0000582	agriculture	salt_regm	salt regimen	Information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple salt regimens	salt name;salt amount;treatment duration;interval;experimental duration	{text};{float} {unit};{period};{interval};{period}			C												gram, microgram, mole per liter, gram per liter	m
HydrocarbonResourcesFluidsSwabs	samp_loc_corr_rate	TRUE		MIXS:0000136					environmental_packages	MIXS:0000136	hydrocarbon resources-fluids/swabs	samp_loc_corr_rate	corrosion rate at sample location	Metal corrosion rate is the speed of metal deterioration due to environmental conditions. As environmental conditions change corrosion rates change accordingly. Therefore, long term corrosion rates are generally more informative than short term rates and for that reason they are preferred during reporting. In the case of suspected MIC, corrosion rate measurements at the time of sampling might provide insights into the involvement of certain microbial community members in MIC as well as potential microbial interplays	measurement value range	{float} - {float} {unit}			C												millimeter per year	1
Agriculture	samp_pooling	TRUE		MIXS:0001153					environmental_packages	MIXS:0001153	agriculture	samp_pooling	sample pooling	Physical combination of several instances of like material, e.g. RNA extracted from samples or dishes of cell cultures into one big aliquot of cells. Please provide a short description of the samples that were pooled.					C													
HydrocarbonResourcesCores	samp_subtype	TRUE		MIXS:0000999					environmental_packages	MIXS:0000999	hydrocarbon resources-cores	samp_subtype	sample subtype	"Name of sample sub-type. For example if ""sample type"" is ""Produced Water"" then subtype could be ""Oil Phase"" or ""Water Phase"". If ""other"" is specified, please propose entry in ""additional info"" field"	enumeration	[oil phase|water phase|biofilm|not applicable|other]	biofilm		C													1
